Row.names	tmn_T2_all.bam	tmn_control_all.bam	YFP_T2_all.bam	YFP_control_all.bam	OddsRatio	log2Ratio	fctmnYFP	Chr	Start	End	Strand	Length	gene	product	PredictionConfidence
Ec_00065	70.9920247267458	63.8930948485187	53.4175976197713	91.9714714229901	1.90412534279112	0.929128450006798	-0.522102355079216	BL21_AI	65795	66838	-	1044	NA	hypothetical protein	High
Ec_00066	117.669166751544	98.7900474627451	87.7056712127615	104.83151722997	1.42121664661032	0.507126492065978	-0.0852161645785404	BL21_AI	67249	68433	-	1185	intS_1	Prophage integrase IntS	High
Ec_00068	171.671291235984	11.5755993096492	166.794368115058	13.8030911236599	1.21899135954026	0.285687899877241	-0.244232178347722	BL21_AI	69120	70502	+	1383	yicJ_1	Inner membrane symporter YicJ	High
Ec_00069	150.592067887918	26.8946121627568	105.302336975492	33.0502891844905	1.74895049266063	0.806489451635852	-0.29243302275556	BL21_AI	70512	72830	+	2319	yicI	Alpha-xylosidase	High
Ec_00070	152.800675522473	157.203915683082	221.866200512613	184.448548935952	0.80850692611367	-0.306667962218673	-0.229905499721598	BL21_AI	72883	74592	-	1710	NA	hypothetical protein	High
Ec_00071	199.4394592959	26.5955007306959	223.382680955407	18.2169012388267	0.616900016583291	-0.696891409836901	0.533711705892071	BL21_AI	74713	76104	-	1392	xanP	Xanthine permease XanP	High
Ec_00072	287.488067752529	679.488759289777	282.357061683522	777.743251145757	1.16525532964412	0.22064611148965	-0.19471026307069	BL21_AI	76384	77589	+	1206	gltS	Sodium/glutamate symporter	High
Ec_00073	162.277001686097	340.830971426541	128.645840634467	373.978725358273	1.38281497563143	0.46760813291906	-0.133712433033429	BL21_AI	77592	78458	+	867	NA	hypothetical protein	High
Ec_00074	220.830171577105	268.643764994353	262.175864241236	259.055979615418	0.812581940632371	-0.299414793387079	0.0523312794325002	BL21_AI	78443	80524	-	2082	recG	ATP-dependent DNA helicase RecG	High
Ec_00076	380.500511601008	318.054270234635	195.934903522323	248.16990459522	1.51407259072585	0.598434375581019	0.35730726176648	BL21_AI	80530	81219	-	690	trmH	tRNA (guanosine(18)-2'-O)-methyltransferase	High
Ec_00077	130.444443630801	694.086230903071	172.279178150407	559.438541817752	0.610955899758406	-0.710859848224749	0.310885324423648	BL21_AI	81226	83334	-	2109	spoT	Bifunctional (p)ppGpp synthase/hydrolase SpoT	High
Ec_00078	377.769646685211	2177.56001125688	355.132012634211	2375.37001028953	1.16025508461858	0.214442019885119	-0.125412200263808	BL21_AI	83353	83628	-	276	rpoZ	DNA-directed RNA polymerase subunit omega	High
Ec_00079	140.919631872843	940.168459995516	96.1423369747458	983.523727557949	1.53077466900018	0.614261932843511	-0.0650067708702764	BL21_AI	83683	84306	-	624	gmk	Guanylate kinase	High
Ec_00080	146.295175762466	14.6646611277991	171.202924278697	18.4529631487692	1.06850977565097	0.0956001070792911	-0.321710160604997	BL21_AI	84564	86246	+	1683	ligB	DNA ligase B	High
Ec_00081	398.405794188076	154.888027696375	217.395006729714	221.758529839985	2.61856856171676	1.38877837922065	-0.516363436313917	BL21_AI	86243	86860	-	618	NA	hypothetical protein	High
Ec_00082	263.420884847396	28.2988325547257	331.842477510989	40.0615522892179	1.11847837025225	0.161537357039366	-0.494102536316037	BL21_AI	87151	87975	-	825	NA	hypothetical protein	High
Ec_00083	171.564059756302	474.419540311678	116.378869561762	494.323916200396	1.53385676626113	0.617163768204115	-0.059232115080568	BL21_AI	88196	89059	-	864	NA	hypothetical protein	High
Ec_00084	187.466068557202	176.761984576739	188.556601716043	184.38371346502	1.03698066549031	0.0523889953456522	-0.0607349718183523	BL21_AI	89186	89902	+	717	rph	Ribonuclease PH	High
Ec_00085	197.626143283357	204.165308968757	147.408969472402	251.635414949093	1.65020116732593	0.722641906539582	-0.300932188992614	BL21_AI	89968	90609	+	642	pyrE_1	Orotate phosphoribosyltransferase	High
Ec_00086	138.876145466647	342.460566971493	137.289814622583	301.147152182747	0.889664732498987	-0.168666331716158	0.185180745181908	BL21_AI	90646	91242	-	597	slmA	Nucleoid occlusion factor SlmA	High
Ec_00087	238.102862592994	791.297187612184	193.293624185625	714.473903445159	1.11176347142141	0.152849886169165	0.147240358594261	BL21_AI	91349	91807	-	459	dut	Deoxyuridine 5'-triphosphate nucleotidohydrolase	High
Ec_00088	171.814121893123	263.321183231232	190.308394468473	273.253015672613	0.937071311788166	-0.0937692527143408	-0.0533144487303423	BL21_AI	91785	93005	-	1221	coaBC	Coenzyme A biosynthesis bifunctional protein CoaBC	High
Ec_00089	105.152586294355	382.378683959355	77.0450307292095	390.541284542041	1.39151400810642	0.476655432078754	-0.030433586296462	BL21_AI	93177	93845	+	669	NA	hypothetical protein	High
Ec_00090	2067.16103752713	18694.1166737195	1461.76118687936	18450.106593215	1.39555988040275	0.480844028600813	0.0189546415916347	BL21_AI	94062	94298	+	237	rpmB	50S ribosomal protein L28	High
Ec_00091	426.209988643986	2213.55345206448	296.74516080334	2353.98622364447	1.5266028484857	0.61032478836681	-0.0887222289610663	BL21_AI	94319	94486	+	168	rpmG	50S ribosomal protein L33	High
Ec_00092	282.256803395679	72.4689680237421	229.497826810869	95.3252613139834	1.61447431001197	0.691064484548542	-0.393122976897968	BL21_AI	94584	95393	+	810	mutM	Formamidopyrimidine-DNA glycosylase	High
Ec_00093	214.600467966358	210.535734162725	197.159496669338	212.503223215167	1.09838310957128	0.13538134566948	-0.0133879541927005	BL21_AI	95432	95911	-	480	coaD	Phosphopantetheine adenylyltransferase	High
Ec_00094	229.025118681605	272.193583082133	230.746694626421	216.03128837359	0.788134662557609	-0.343485941848102	0.33270524492238	BL21_AI	95919	97196	-	1278	waaA	3-deoxy-D-manno-octulosonic acid transferase	High
Ec_00096	283.5045220422	264.235052253707	133.248223163818	244.83255495694	1.96780005240136	0.976583636295121	0.109810539294762	BL21_AI	97609	98667	+	1059	rfaQ	Lipopolysaccharide core heptosyltransferase RfaQ	High
Ec_00097	193.175315554757	265.631708247026	120.173407493692	237.813662985823	1.43719274564214	0.523253558339909	0.159278744006197	BL21_AI	98664	99788	+	1125	rfaG	Lipopolysaccharide core biosynthesis protein RfaG	High
Ec_00098	118.063708765647	265.396543226046	87.8852750996511	241.004201571366	1.21838307482247	0.284967805868173	0.138816733058465	BL21_AI	99781	100578	+	798	rfaP	Lipopolysaccharide core heptose(I) kinase RfaP	High
Ec_00099	55.5839761622339	160.038066955086	47.3581597562253	173.41770263534	1.26954635118844	0.344313068801066	-0.115489357057365	BL21_AI	100594	101610	+	1017	gspA_1	General stress protein A	High
Ec_00100	82.2510504400675	115.144484502009	40.2366319733342	106.279877532459	1.8756547005328	0.907394258727069	0.115056660875917	BL21_AI	101627	102130	+	504	NA	hypothetical protein	High
Ec_00101	109.234596631868	74.9215986115022	150.012660509279	47.4867537910988	0.46386988389767	-1.10820791061353	0.652341508803813	BL21_AI	102181	102456	+	276	NA	hypothetical protein	High
Ec_00102	56.4956710093393	7.05866571659826	64.8256848459274	3.01503198673643	0.405734597412053	-1.30139176698787	1.1045937692401	BL21_AI	102501	102878	+	378	NA	hypothetical protein	High
Ec_00103	35.7454675970138	18.9809242745112	41.2180132409765	13.8985620851996	0.642154683614397	-0.639007236163692	0.436137383982141	BL21_AI	102907	103398	+	492	NA	hypothetical protein	High
Ec_00104	45.3173831625716	27.4325417622341	29.2630050715158	32.4801173116606	1.81758714324655	0.862024535047641	-0.239649670788019	BL21_AI	103408	104100	+	693	rfaY	Lipopolysaccharide core heptose(II) kinase RfaY	High
Ec_00105	33.0578384543812	43.2343275141643	17.2946926902928	32.490936804436	1.42257666887248	0.508506407766611	0.406696365256215	BL21_AI	104126	105151	+	1026	gspA_2	General stress protein A	High
Ec_00106	12.7662384275049	40.3344640833362	18.0328807929272	41.9852396323739	0.744759545211207	-0.425153385992113	-0.0571744085246718	BL21_AI	105236	106219	+	984	epsJ_1	putative glycosyltransferase EpsJ	High
Ec_00107	53.0928920630971	38.2991718785762	26.9527678290277	44.7602416117055	2.27727494690293	1.18730848584728	-0.222218425971799	BL21_AI	106265	107518	+	1254	rfaL	O-antigen ligase	High
Ec_00108	154.943874835112	240.027013564876	93.8854746044466	213.763001775221	1.46707317302999	0.552940829930722	0.166816180306679	BL21_AI	107588	108568	-	981	rfaC	Lipopolysaccharide heptosyltransferase 1	High
Ec_00109	271.156367379394	366.969715650312	238.883385239967	357.03507721445	1.10413706128353	0.142919271174527	0.0395405683368303	BL21_AI	108572	109618	-	1047	rfaF	ADP-heptose--LPS heptosyltransferase 2	High
Ec_00110	206.000292362028	392.862410144786	144.903626399146	488.91506636366	1.76697299157553	0.821279988266534	-0.315199414905321	BL21_AI	109628	110560	-	933	hldD	ADP-L-glycero-D-manno-heptose-6-epimerase	High
Ec_00111	293.847452927833	1470.61727574496	157.416998772869	1575.75092780488	1.99714436896226	0.997938625650027	-0.0995849586107082	BL21_AI	110774	111970	+	1197	kbl	2-amino-3-ketobutyrate coenzyme A ligase	High
Ec_00112	302.418003638228	1676.06159897016	181.182494850686	1711.18933836696	1.70222683219697	0.767423297823344	-0.0299153942349758	BL21_AI	111980	113005	+	1026	tdh	L-threonine 3-dehydrogenase	High
Ec_00113	189.339967495238	5017.0080377741	167.361063425318	4778.68150179527	1.07721682534456	0.107308668977088	0.0702074640030215	BL21_AI	113244	114278	+	1035	epsJ_2	putative glycosyltransferase EpsJ	High
Ec_00114	109.917312860817	1071.78669949176	95.0590430370021	945.876777076449	1.01980828888681	0.028297969189422	0.180204116440695	BL21_AI	114265	115224	-	960	NA	hypothetical protein	High
Ec_00115	132.598663133685	226.318469538432	112.662569525336	227.031908601253	1.17987170777348	0.238629998043701	-0.00453075816980571	BL21_AI	115228	116487	-	1260	envC	Murein hydrolase activator EnvC	High
Ec_00116	208.146700637036	317.331568938915	262.514725107579	438.353451500745	1.09535260292665	0.131395359879229	-0.465476824972467	BL21_AI	116521	118065	-	1545	gpmI	2%2C3-bisphosphoglycerate-independent phosphoglycerate mutase	High
Ec_00117	142.485405560319	1076.22593847759	107.577106317595	1022.94382124992	1.25752560390758	0.330587774388217	0.0732191718313561	BL21_AI	118310	118741	+	432	glpE_1	Thiosulfate sulfurtransferase GlpE	High
Ec_00118	99.6982429576576	1152.76834484195	150.887369900003	1262.92152344422	0.725084066349517	-0.463779823794894	-0.131607813770201	BL21_AI	118883	119134	+	252	grxC	Glutaredoxin 3	High
Ec_00119	281.839263745686	2064.55791442639	250.963095577271	2178.30262903271	1.18462985919295	0.244436355559825	-0.0773532705984169	BL21_AI	119197	119664	+	468	secB	Protein-export protein SecB	High
Ec_00120	341.143928990996	1056.15285784601	388.520184613107	917.332349705696	0.7628384952381	-0.390550446454578	0.203198924317969	BL21_AI	119664	120683	+	1020	gpsA	Glycerol-3-phosphate dehydrogenase [NAD(P)+]	High
Ec_00121	343.849779543746	618.354573706234	277.544651202926	561.522198113723	1.12473478935984	0.169584856391499	0.138973312995761	BL21_AI	120763	121584	+	822	cysE_1	Serine acetyltransferase	High
Ec_00122	106.008258334725	175.908204171555	103.392864437808	140.055868776279	0.816822641730743	-0.291905237658023	0.32777396417589	BL21_AI	121637	122110	-	474	trmL	tRNA (cytidine(34)-2'-O)-methyltransferase	High
Ec_00123	272.123466168558	1499.30860424435	400.846043966088	1358.33646360634	0.615425660272926	-0.700343496557616	0.142406567417927	BL21_AI	122264	123454	-	1191	lldD	L-lactate dehydrogenase	High
Ec_00124	142.272087247684	973.952787828737	171.821293291535	747.32049595567	0.635829867797298	-0.65328730692522	0.38190027617133	BL21_AI	123451	124227	-	777	lldR_1	Putative L-lactate dehydrogenase operon regulatory protein	High
Ec_00125	326.945216307884	730.485586462146	346.457811176191	394.518574068802	0.510000596561672	-0.971429160242321	0.887922467983759	BL21_AI	124227	125882	-	1656	lldP	L-lactate permease	High
Ec_00126	161.329884058755	26.4012431997441	110.084638126179	26.5479439871078	1.47138332369913	0.557173145408143	-0.00784608744318013	BL21_AI	126250	131100	-	4851	ehaG	Autotransporter adhesin EhaG	High
Ec_00127	73.4618632319582	0	50.6487428787146	2.49930283111046	8.67407538487647	3.1167099814665	-2.58462719439226	BL21_AI	131144	131827	-	684	sadB	Inner membrane lipoprotein SadB	Low
Ec_00128	173.03000843891	485.122843795298	246.740338216645	485.071303188414	0.701793212349275	-0.510882100634595	0.000153125671643727	BL21_AI	132371	132733	-	363	NA	hypothetical protein	High
Ec_00129	149.547364436486	185.819374989449	116.686232722669	189.947015164395	1.30878385929849	0.388226861328106	-0.0316119718936633	BL21_AI	133018	133227	+	210	NA	hypothetical protein	High
Ec_00130	106.819546026062	94.724772964707	99.1545573628594	129.377176145136	1.46880639232446	0.554644242564472	-0.447739074050763	BL21_AI	133239	133826	-	588	mtlR_1	Mannitol operon repressor	High
Ec_00131	126.822412451621	162.842312285726	178.701073072171	199.865919350525	0.871544180130745	-0.198354295894983	-0.294738582588855	BL21_AI	133826	134974	-	1149	mtlD	Mannitol-1-phosphate 5-dehydrogenase	High
Ec_00132	122.075654229658	51.0563912471345	162.018663855009	55.8229864315424	0.823956227472774	-0.279360398359153	-0.127572548455232	BL21_AI	135204	137117	-	1914	mtlA_1	PTS system mannitol-specific EIICBA component	High
Ec_00133	107.278605232124	11.9443124419297	81.4708663922883	7.84905021340475	0.882143422408377	-0.180914860900612	0.575802531202396	BL21_AI	137654	138016	+	363	yiaW_1	Inner membrane protein YiaW	High
Ec_00134	104.959363958062	9.68005674459616	117.418772988147	8.26946108235493	0.770415306203877	-0.376291728719142	0.215185511894199	BL21_AI	138019	139155	+	1137	yibH	Inner membrane protein YibH	High
Ec_00135	63.2049238373074	2.09762235917778	66.4284018427688	12.5436708127431	4.77954287756736	2.25687264335187	-2.32808632392628	BL21_AI	139615	139932	-	318	NA	hypothetical protein	High
Ec_00137	94.984076836976	9.23489971548558	125.080648274934	9.10289210053011	0.750030285364252	-0.414979243728606	0.0196971496654274	BL21_AI	141232	142170	-	939	rhsC_1	Putative deoxyribonuclease RhsC	High
Ec_00138	14.9015167410022	11.4734717653247	16.0373764448877	7.43564828045675	0.617247296394196	-0.696079482656167	0.593421539357871	BL21_AI	142218	143060	-	843	NA	hypothetical protein	High
Ec_00139	92.0923976186198	6.87674134245913	283.592206794875	5.87464995353799	0.281648728970924	-1.82803113391342	0.210637527488933	BL21_AI	143081	143953	-	873	rhsC_2	Putative deoxyribonuclease RhsC	High
Ec_00140	173.268670519515	68.4568873376986	86.0231442188525	72.5167176120227	2.12659036329786	1.08854215941319	-0.0825321617051919	BL21_AI	144182	144790	+	609	yibF	putative GST-like protein YibF	High
Ec_00141	164.244260596624	80.0261012977697	298.652932146903	77.5753434777001	0.533942216457985	-0.905244473836331	0.0445894753253698	BL21_AI	144888	146279	+	1392	selA	L-seryl-tRNA(Sec) selenium transferase	High
Ec_00142	154.556593228993	102.316220374984	193.72466223259	113.65935216341	0.886412197931585	-0.17395036041551	-0.150981169587115	BL21_AI	146276	148120	+	1845	selB	Selenocysteine-specific elongation factor	High
Ec_00143	227.90395226102	13.3177169574881	146.696054069448	13.3556495037465	1.55595862071594	0.637803693690617	-0.00395507577482745	BL21_AI	148310	149461	+	1152	adhB	Alcohol dehydrogenase 2	High
Ec_00144	175.4922288319	4.76769526471988	240.478584074547	5.7391398344018	0.865005998859484	-0.209217956941677	-0.244175255778196	BL21_AI	149626	151164	+	1539	aldB	Aldehyde dehydrogenase B	High
Ec_00145	64.8740679527293	1.56583077516088	71.4058539245086	6.6882751818449	3.16352458208185	1.66153280631895	-1.79892356015084	BL21_AI	151383	151595	-	213	NA	hypothetical protein	High
Ec_00146	38.7715389279779	0	46.9427373022233	0.879384329464792	2.28361804025506	1.19132136457469	-1.46402448220462	BL21_AI	151709	152032	+	324	yiaW_2	Inner membrane protein YiaW	Low
